Date,Price,Open,High,Low,Volume,
2-Jun-10,500.78,502.73,505.71,496.96,9.10M,
3-Jun-10,510.56,505.16,514.13,505.16,7.89M,
4-Jun-10,510.76,510.66,513.14,506.42,6.50M,
7-Jun-10,499.14,502.73,502.73,495.31,6.23M,
8-Jun-10,493.52,500.11,501.6,492.88,7.03M,
9-Jun-10,498.8,495.4,502.73,495.31,7.03M,
10-Jun-10,502.91,500.26,503.95,498.85,6.44M,
11-Jun-10,518.29,507.69,520.49,505.71,10.76M,
14-Jun-10,526.76,522.5,529.98,519.62,7.33M,
15-Jun-10,528.04,527.6,529.93,520.12,8.77M,
16-Jun-10,524.01,529.98,531.29,522.6,5.46M,
17-Jun-10,530.67,526.66,533.44,524.18,9.71M,
18-Jun-10,522.22,535.03,539.78,520.34,17.67M,
21-Jun-10,527.82,525.52,530.82,525.52,5.44M,
22-Jun-10,526.91,526.51,532.35,523.51,5.96M,
23-Jun-10,524.38,524.87,528.74,522.05,5.38M,
24-Jun-10,521.09,524.53,527.9,518.73,8.68M,
25-Jun-10,526.48,520.07,528.99,516.6,9.38M,
28-Jun-10,539.96,531.96,540.87,527.57,14.52M,
29-Jun-10,528.71,540.38,540.38,527.1,6.56M,
30-Jun-10,539.81,525.02,541.84,523.79,12.29M,
1-Jul-10,533.07,536.91,538.07,528.24,6.14M,
2-Jul-10,529.46,532.95,536.89,527.65,5.05M,
5-Jul-10,529.13,529.98,531.54,526.36,2.95M,
6-Jul-10,531.91,527.75,535.87,527.75,4.27M,
7-Jul-10,521.83,531.96,532.35,520.57,6.34M,
8-Jul-10,523.59,525.02,529.75,522.67,5.53M,
9-Jul-10,523.86,526.98,528,521.83,5.99M,
12-Jul-10,523.17,525.02,528.96,521.09,5.80M,
13-Jul-10,532.11,523.66,533.81,523.66,6.94M,
14-Jul-10,530.2,534.93,542.09,528.61,7.37M,
15-Jul-10,531.69,530.94,535.38,529.04,6.40M,
16-Jul-10,526.48,530.5,531.96,525.02,4.05M,
19-Jul-10,523.07,524.08,527.95,521.95,4.53M,
20-Jul-10,521.53,523.54,527.95,519.62,3.16M,
21-Jul-10,524.23,524.48,526.51,522.87,4.53M,
22-Jul-10,524.53,524.23,525.44,518.88,7.33M,
23-Jul-10,525.25,526.98,530.42,523.44,6.36M,
26-Jul-10,521.61,526.76,528.69,520.19,4.21M,
27-Jul-10,521.8,524.45,525.59,520.62,5.60M,
28-Jul-10,505.83,526.51,531.78,504.22,24.43M,
29-Jul-10,500.33,509.42,509.42,499.27,21.36M,
30-Jul-10,500.08,502.71,505.38,498.9,8.88M,
2-Aug-10,502.51,503.23,506.1,500.95,5.85M,
3-Aug-10,509.05,504.79,510.61,502.24,9.28M,
4-Aug-10,503.25,509.17,510.66,501.52,8.45M,
5-Aug-10,498.8,505.19,507.04,497.81,8.45M,
6-Aug-10,495.35,499.71,500.31,494.56,9.21M,
9-Aug-10,492.14,495.31,498.28,491.34,10.27M,
10-Aug-10,489.31,490.85,496.49,488.52,9.23M,
11-Aug-10,487.01,490.25,492.78,485.45,10.11M,
12-Aug-10,481.73,485.4,487.01,480.45,11.50M,
13-Aug-10,484.95,480.69,492.23,480.69,14.08M,
16-Aug-10,483.86,485.4,491.29,482.92,6.47M,
17-Aug-10,480.77,485.4,487.85,480.45,6.83M,
18-Aug-10,477.77,481.93,483.91,474.68,11.47M,
19-Aug-10,484.01,477.33,487.83,477.33,9.54M,
20-Aug-10,489.68,484.01,492.04,481.68,9.69M,
23-Aug-10,483.86,491.37,491.37,483.22,6.25M,
24-Aug-10,481.63,483.86,485.89,479.11,8.90M,
25-Aug-10,479.36,480.45,484.33,478.22,8.59M,
26-Aug-10,473.73,480.45,481.93,473.04,12.85M,
27-Aug-10,470.34,474.95,475.94,468.83,11.22M,
30-Aug-10,469.52,471.58,477.87,468.06,5.50M,
31-Aug-10,455.28,467.89,470.51,453.2,21.51M,
1-Sep-10,463.7,458.18,467.47,456.18,12.87M,
2-Sep-10,464.32,468.06,468.88,463.61,8.17M,
3-Sep-10,458.5,465.59,466.38,457.76,6.66M,
6-Sep-10,471.85,461.1,474.35,456.82,15.66M,
7-Sep-10,476.63,473.02,480.3,472.03,13.10M,
8-Sep-10,475.29,473.07,477.82,471.53,5.37M,
9-Sep-10,474.77,476.95,479.06,473.12,4.67M,
13-Sep-10,491.59,481.44,493.08,478.14,12.68M,
14-Sep-10,489.44,493.08,496.79,487.55,8.99M,
15-Sep-10,502.19,489.86,504.57,489.86,15.49M,
16-Sep-10,495.48,501.3,502.91,493.92,8.56M,
